#queryIndex	queryItem	stringId	preferredName	annotation
882	Transcription elongation factor A protein 1	9606.ENSP00000428426	TCEA1	Transcription elongation factor A protein 1; Necessary for efficient RNA polymerase II transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by S-II allows the resumption of elongation from the new 3'-terminus.
883	Pre-mRNA 3'-end-processing factor FIP1	9606.ENSP00000336752	FIP1L1	Pre-mRNA 3'-end-processing factor FIP1; Component of the cleavage and polyadenylation specificity factor (CPSF) complex that plays a key role in pre-mRNA 3'-end formation, recognizing the AAUAAA signal sequence and interacting with poly(A) polymerase and other factors to bring about cleavage and poly(A) addition. FIP1L1 contributes to poly(A) site recognition and stimulates poly(A) addition. Binds to U-rich RNA sequence elements surrounding the poly(A) site. May act to tether poly(A) polymerase to the CPSF complex.
884	Ribonuclease P protein subunit p25	9606.ENSP00000317691	RPP25	Ribonuclease P protein subunit p25; Component of ribonuclease P, a ribonucleoprotein complex that generates mature tRNA molecules by cleaving their 5'-ends. Also a component of the MRP ribonuclease complex, which cleaves pre-rRNA sequences.
885	ATP-binding cassette sub-family D member 3	9606.ENSP00000359233	ABCD3	ATP-binding cassette sub-family D member 3; Probable transporter involved in the transport of branched- chain fatty acids and C27 bile acids into the peroxisome; the latter function is a crucial step in bile acid biosynthesis. The nucleotide-binding fold acts as an ATP-binding subunit with ATPase activity.
886	Vacuolar protein sorting-associated protein 11 homolog	9606.ENSP00000481126	VPS11	Vacuolar protein sorting-associated protein 11 homolog; Plays a role in vesicle-mediated protein trafficking to lysosomal compartments including the endocytic membrane transport and autophagic pathways. Believed to act as a core component of the putative HOPS and CORVET endosomal tethering complexes which are proposed to be involved in the Rab5-to-Rab7 endosome conversion probably implicating MON1A/B, and via binding SNAREs and SNARE complexes to mediate tethering and docking events during SNARE-mediated membrane fusion. The HOPS complex is proposed to be recruited to Rab7 on the late  [...] 
887	Ragulator complex protein LAMTOR1	9606.ENSP00000278671	LAMTOR1	Ragulator complex protein LAMTOR1; As part of the Ragulator complex it is involved in amino acid sensing and activation of mTORC1, a signaling complex promoting cell growth in response to growth factors, energy levels, and amino acids. Activated by amino acids through a mechanism involving the lysosomal V- ATPase, the Ragulator functions as a guanine nucleotide exchange factor activating the small GTPases Rag. Activated Ragulator and Rag GTPases function as a scaffold recruiting mTORC1 to lysosomes where it is in turn activated. LAMTOR1 is directly responsible for anchoring the Ragulat [...] 
888	Ubiquitin conjugation factor E4 A	9606.ENSP00000387362	UBE4A	Ubiquitin conjugation factor E4 A; Ubiquitin-protein ligase that probably functions as an E3 ligase in conjunction with specific E1 and E2 ligases. May also function as an E4 ligase mediating the assembly of polyubiquitin chains on substrates ubiquitinated by another E3 ubiquitin ligase. Mediates 'Lys-48'-linked polyubiquitination of substrates.
889	Cytochrome b-245 light chain	9606.ENSP00000261623	CYBA	Cytochrome b-245 light chain; Critical component of the membrane-bound oxidase of phagocytes that generates superoxide. Associates with NOX3 to form a functional NADPH oxidase constitutively generating superoxide. Belongs to the p22phox family.
890	Golgi SNAP receptor complex member 2	9606.ENSP00000461784	GOSR2	Golgi SNAP receptor complex member 2; Involved in transport of proteins from the cis/medial-Golgi to the trans-Golgi network; Belongs to the GOSR2 family.
891	Vinculin	9606.ENSP00000211998	VCL	Vinculin; Actin filament (F-actin)-binding protein involved in cell- matrix adhesion and cell-cell adhesion. Regulates cell-surface E- cadherin expression and potentiates mechanosensing by the E-cadherin complex. May also play important roles in cell morphology and locomotion; Belongs to the vinculin/alpha-catenin family.
892	Melanoma antigen recognized by T-cells 1	9606.ENSP00000370886	MLANA	Melanoma antigen recognized by T-cells 1; Involved in melanosome biogenesis by ensuring the stability of GPR143. Plays a vital role in the expression, stability, trafficking, and processing of melanocyte protein PMEL, which is critical to the formation of stage II melanosomes.
893	Pyruvate carboxylase, mitochondrial	9606.ENSP00000498994	PC	Pyruvate carboxylase, mitochondrial; Pyruvate carboxylase catalyzes a 2-step reaction, involving the ATP-dependent carboxylation of the covalently attached biotin in the first step and the transfer of the carboxyl group to pyruvate in the second. Catalyzes in a tissue specific manner, the initial reactions of glucose (liver, kidney) and lipid (adipose tissue, liver, brain) synthesis from pyruvate.
894	Adenylate kinase isoenzyme 1	9606.ENSP00000223836	AK1	Adenylate kinase isoenzyme 1; Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Also displays broad nucleoside diphosphate kinase activity. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism.
895	Lysosome-associated membrane glycoprotein 2	9606.ENSP00000408411	LAMP2	Lysosome-associated membrane glycoprotein 2; Plays an important role in chaperone-mediated autophagy, a process that mediates lysosomal degradation of proteins in response to various stresses and as part of the normal turnover of proteins with a long biological half-live. Functions by binding target proteins, such as GAPDH and MLLT11, and targeting them for lysosomal degradation. Plays a role in lysosomal protein degradation in response to starvation (By similarity). Required for the fusion of autophagosomes with lysosomes during autophagy. Cells that lack LAMP2 express normal levels o [...] 
896	Complex I intermediate-associated protein 30, mitochondrial	9606.ENSP00000260361	NDUFAF1	Complex I intermediate-associated protein 30, mitochondrial; Chaperone protein involved in early stages of the assembly of mitochondrial NADH:ubiquinone oxidoreductase complex (complex I).
897	Acyl-CoA synthetase short-chain family member 3, mitochondrial	9606.ENSP00000449535	ACSS3	Acyl-CoA synthetase short-chain family member 3, mitochondrial; Catalyzes the synthesis of acetyl-CoA from short-chain fatty acids. Propionate is the preferred substrate. Can utilize acetate and butyrate with a much lower affinity (By similarity); Belongs to the ATP-dependent AMP-binding enzyme family.
898	Alpha-2-macroglobulin receptor-associated protein	9606.ENSP00000497444	LRPAP1	Alpha-2-macroglobulin receptor-associated protein; Molecular chaperone for LDL receptor-related proteins that may regulate their ligand binding activity along the secretory pathway. Belongs to the alpha-2-MRAP family.
899	Plasminogen activator inhibitor 2	9606.ENSP00000401645	SERPINB2	Plasminogen activator inhibitor 2; Inhibits urokinase-type plasminogen activator. The monocyte derived PAI-2 is distinct from the endothelial cell-derived PAI-1; Belongs to the serpin family. Ov-serpin subfamily.
900	Urokinase plasminogen activator surface receptor	9606.ENSP00000339328	PLAUR	Urokinase plasminogen activator surface receptor; Acts as a receptor for urokinase plasminogen activator. Plays a role in localizing and promoting plasmin formation. Mediates the proteolysis-independent signal transduction activation effects of U-PA. It is subject to negative-feedback regulation by U-PA which cleaves it into an inactive form.
901	Transcriptional enhancer factor TEF-1	9606.ENSP00000435233	TEAD1	Transcriptional enhancer factor TEF-1; Transcription factor which plays a key role in the Hippo signaling pathway, a pathway involved in organ size control and tumor suppression by restricting proliferation and promoting apoptosis. The core of this pathway is composed of a kinase cascade wherein MST1/MST2, in complex with its regulatory protein SAV1, phosphorylates and activates LATS1/2 in complex with its regulatory protein MOB1, which in turn phosphorylates and inactivates YAP1 oncoprotein and WWTR1/TAZ. Acts by mediating gene expression of YAP1 and WWTR1/TAZ, thereby regulating cell [...] 
902	CD2-associated protein	9606.ENSP00000352264	CD2AP	CD2-associated protein; Seems to act as an adapter protein between membrane proteins and the actin cytoskeleton. In collaboration with CBLC, modulates the rate of RET turnover and may act as regulatory checkpoint that limits the potency of GDNF on neuronal survival. Controls CBLC function, converting it from an inhibitor to a promoter of RET degradation (By similarity). May play a role in receptor clustering and cytoskeletal polarity in the junction between T-cell and antigen-presenting cell (By similarity). May anchor the podocyte slit diaphragm to the actin cytoskeleton in renal glom [...] 
903	Rab GTPase-activating protein 1	9606.ENSP00000362751	RABGAP1	Rab GTPase-activating protein 1; May act as a GTPase-activating protein of RAB6A. May play a role in microtubule nucleation by centrosome. May participate in a RAB6A-mediated pathway involved in the metaphase-anaphase transition.
904	Signal peptide peptidase-like 2A	9606.ENSP00000261854	SPPL2A	Signal peptide peptidase-like 2A; Intramembrane-cleaving aspartic protease (I-CLiP) that cleaves type II membrane signal peptides in the hydrophobic plane of the membrane. Functions in FASLG, ITM2B and TNF processing. Catalyzes the intramembrane cleavage of the anchored fragment of shed TNF-alpha (TNF), which promotes the release of the intracellular domain (ICD) for signaling to the nucleus. Also responsible for the intramembrane cleavage of Fas antigen ligand FASLG, which promotes the release of the intracellular FasL domain (FasL ICD). May play a role in the regulation of innate and [...] 
905	WD repeat-containing protein 18	9606.ENSP00000476117	WDR18	WD repeat-containing protein 18; Functions as a component of the Five Friends of Methylated CHTOP (5FMC) complex; the 5FMC complex is recruited to ZNF148 by methylated CHTOP, leading to desumoylation of ZNF148 and subsequent transactivation of ZNF148 target genes. Component of the PELP1 complex involved in the nucleolar steps of 28S rRNA maturation and the subsequent nucleoplasmic transit of the pre-60S ribosomal subunit ; Belongs to the WD repeat IPI3/WDR18 family.
906	Prosaposin	9606.ENSP00000378394	PSAP	Saposin-B-Val; Saposin-A and saposin-C stimulate the hydrolysis of glucosylceramide by beta-glucosylceramidase (EC 3.2.1.45) and galactosylceramide by beta-galactosylceramidase (EC 3.2.1.46). Saposin- C apparently acts by combining with the enzyme and acidic lipid to form an activated complex, rather than by solubilizing the substrate. Saposin-D is a specific sphingomyelin phosphodiesterase activator (EC 3.1.4.12). Saposins are specific low-molecular mass non-enzymic proteins, they participate in the lysosomal degradation of sphingolipids, which takes place by the sequential action of  [...] 
